City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Bochum,51.4833,7.2167,-222.64999999999998,99,100,5.99,DE,1706982676
296,Madang,-5.2246,145.7966,-196.45999999999998,93,100,5.55,PG,1706982887
297,Egilsstadir,65.2653,-14.3948,-244.83999999999997,37,0,9.22,IS,1706982887
298,Candelaria,13.9311,121.4233,-200.69,97,27,5.21,PH,1706982889
299,Cologne,50.9333,6.95,-221.32999999999998,89,75,18.41,DE,1706982665
300,Tūkrah,32.5341,20.5791,-217.39,77,19,5.32,LY,1706982896
301,Lihue,21.9789,-159.3672,-203.76,58,75,25.32,US,1706982899
302,Kaiyuan,23.6977,103.3037,-218.82999999999998,69,29,6.49,CN,1706982906
303,Dryden,49.7833,-92.7503,-246.26,86,0,9.22,CA,1706982910
304,Khāsh,28.2211,61.2158,-223.90999999999997,38,21,4.52,IR,1706982912
305,Gillette,44.2911,-105.5022,-230.47999999999996,90,100,10.36,US,1706982778
306,Labytnangi,66.6572,66.4183,-286.09999999999997,100,100,3.11,RU,1706982913
307,Fauske,67.2588,15.3918,-241.10999999999999,84,80,8.32,NO,1706982850
308,Princeville,45.7668,-61.2985,-242.29999999999998,96,100,12.66,CA,1706982915
309,Ubari,26.5921,12.7805,-219.07999999999998,28,0,6.62,LY,1706982917
310,Hasaki,35.7333,140.8333,-231.85999999999999,71,100,6.15,JP,1706982836
311,Ambovombe,-25.1667,46.0833,-198.76,76,23,16.87,MG,1706982922
312,Natchitoches,31.7668,-93.1335,-217.76999999999998,94,100,9.22,US,1706982923
313,Urangan,-25.3,152.9,-197.95,91,3,5.99,AU,1706982923
314,Plonéour-Lanvern,47.9,-4.2833,-222.82999999999998,93,100,2.3,FR,1706982924
315,Taroa,8.7058,171.2275,-192.79999999999998,81,44,22.77,MH,1706982925
316,Levice,48.2156,18.6071,-222.64999999999998,81,96,13.2,SK,1706982925
317,Uturoa,-16.7333,-151.4333,-191.15999999999997,74,93,11.27,PF,1706982926
318,Adré,13.4667,22.2,-200.98999999999998,17,41,10.85,TD,1706982930
319,Dudinka,69.4058,86.1778,-266.47999999999996,94,100,11.99,RU,1706982930
